t_s,V_mps,alt_m,climb_mps,throttle,flap
111.400,231.85,765.6,152.12,1.00,0.00
111.500,231.15,780.2,140.83,1.00,0.00
111.600,230.49,793.6,128.74,1.00,0.00
111.700,229.89,805.8,115.91,1.00,0.00
111.800,229.35,816.7,102.42,1.00,0.00
111.900,228.87,826.2,88.46,1.00,0.00
112.000,228.44,834.3,75.08,1.00,0.00
112.100,228.03,841.1,63.27,1.00,0.00
112.200,227.61,846.9,53.54,1.00,0.00
112.300,227.18,851.8,45.74,1.00,0.00
112.400,226.80,856.0,38.61,1.00,0.00
112.500,226.47,859.5,32.09,1.00,0.00
112.600,226.22,862.4,26.14,1.00,0.00
112.700,226.01,864.7,20.67,1.00,0.00
112.800,225.84,866.5,15.61,1.00,0.00
112.900,225.71,867.8,10.90,1.00,0.00
113.000,225.60,868.7,6.50,1.00,0.00
113.100,225.51,869.1,2.36,1.00,0.00
113.200,225.45,869.1,-1.53,1.00,0.00
113.300,225.40,868.7,-5.21,1.00,0.00
113.400,225.37,868.0,-8.68,1.00,0.00
113.500,225.35,867.0,-11.96,1.00,0.00
113.600,225.35,865.6,-15.06,1.00,0.00
113.700,225.37,863.9,-17.98,1.00,0.00
113.800,225.39,862.0,-20.73,1.00,0.00
113.900,225.43,859.8,-23.30,1.00,0.00
114.000,225.47,857.3,-25.69,1.00,0.00
114.100,225.53,854.6,-27.90,1.00,0.00
114.200,225.59,851.7,-29.93,1.00,0.00
114.300,225.66,848.6,-31.77,1.00,0.00
114.400,225.74,845.4,-33.42,1.00,0.00
114.500,225.82,841.9,-34.88,1.00,0.00
114.600,225.91,838.4,-36.13,1.00,0.00
114.700,226.00,834.7,-37.18,1.00,0.00
114.800,226.10,830.9,-38.03,1.00,0.00
114.900,226.20,827.1,-38.66,1.00,0.00
115.000,226.30,823.2,-39.08,1.00,0.00
115.100,226.40,819.3,-39.30,1.00,0.00
115.200,226.51,815.4,-39.32,1.00,0.00
115.300,226.75,811.4,-39.51,1.00,0.00
115.400,227.12,807.4,-39.93,1.00,0.00
115.500,227.54,803.4,-40.45,1.00,0.00
115.600,227.97,799.3,-40.99,1.00,0.00
115.700,228.39,795.2,-41.51,1.00,0.00
115.800,228.80,791.0,-42.00,1.00,0.00
115.900,229.21,786.8,-43.46,1.00,0.00
116.000,229.62,782.3,-46.30,1.00,0.00
116.100,230.03,777.4,-50.46,1.00,0.00
116.200,230.45,772.1,-55.62,1.00,0.00
116.300,230.89,766.3,-60.78,1.00,0.00
116.400,231.38,759.9,-65.11,1.00,0.00
116.500,231.89,753.2,-68.52,1.00,0.00
116.600,232.42,746.2,-71.06,1.00,0.00
116.700,232.96,739.0,-72.88,1.00,0.00
116.800,233.50,731.7,-74.07,1.00,0.00
116.900,234.01,724.3,-73.25,1.00,0.00
117.000,234.39,717.1,-70.65,1.00,0.00
117.100,234.61,710.2,-68.24,1.00,0.00
117.200,234.68,703.4,-66.68,1.00,0.00
117.300,234.62,696.9,-64.64,1.00,0.00
117.400,234.59,690.6,-61.36,1.00,0.00
117.500,234.63,684.6,-57.17,1.00,0.00
117.600,234.69,679.2,-52.16,1.00,0.00
117.700,234.77,674.3,-46.39,1.00,0.00
117.800,234.88,670.0,-40.17,1.00,0.00
117.900,235.01,666.3,-34.44,1.00,0.00
118.000,235.14,663.1,-29.27,1.00,0.00
118.100,235.33,660.4,-25.76,1.00,0.00
118.200,235.54,657.9,-23.72,1.00,0.00
118.300,235.79,655.6,-22.71,1.00,0.00
118.400,236.05,653.4,-22.32,1.00,0.00
118.500,236.32,651.1,-22.25,1.00,0.00
118.600,236.61,648.9,-22.32,1.00,0.00
118.700,236.90,646.7,-22.45,1.00,0.00
118.800,237.21,644.4,-22.59,1.00,0.00
118.900,237.51,642.2,-22.72,1.00,0.00
119.000,237.82,639.9,-22.82,1.00,0.00
119.100,238.13,637.6,-22.91,1.00,0.00
119.200,238.44,635.3,-22.99,1.00,0.00
119.300,238.75,633.0,-23.05,1.00,0.00
119.400,239.06,630.7,-23.26,1.00,0.00
119.500,239.38,628.3,-23.78,1.00,0.00
119.600,239.70,625.9,-24.15,1.00,0.00
119.700,240.01,623.5,-24.47,1.00,0.00
119.800,240.33,621.0,-24.65,1.00,0.00
119.900,240.64,618.6,-23.61,1.00,0.00
120.000,240.93,616.4,-21.51,1.00,0.00
120.100,241.18,614.3,-20.26,1.00,0.00
120.200,241.28,612.4,-15.78,1.00,0.00
120.300,241.17,611.3,-7.78,1.00,0.00
120.400,241.12,610.9,-0.89,1.00,0.00
120.500,241.20,611.1,3.66,1.00,0.00
120.600,241.26,611.6,6.51,1.00,0.00
120.700,241.21,612.3,7.81,1.00,0.00
120.800,241.08,613.2,9.67,1.00,0.00
120.900,240.88,614.3,12.60,1.00,0.00
121.000,240.64,615.8,16.10,1.00,0.00
121.100,240.42,617.6,19.78,1.00,0.00
121.200,240.19,619.7,23.55,1.00,0.00
121.300,239.95,622.3,27.37,1.00,0.00
121.400,239.71,625.2,31.16,1.00,0.00
121.500,239.51,628.6,34.94,1.00,0.00
121.600,239.35,632.2,38.04,1.00,0.00
121.700,239.16,636.1,39.74,1.00,0.00
121.800,238.91,640.1,39.37,1.00,0.00
121.900,238.57,643.9,36.84,1.00,0.00
122.000,238.31,647.4,32.64,1.00,0.00
122.100,238.17,650.4,27.47,1.00,0.00
122.200,238.11,652.8,20.43,1.00,0.00
122.300,238.15,654.4,13.18,1.00,0.00
122.400,238.27,655.3,6.23,1.00,0.00
122.500,238.44,655.6,-0.54,1.00,0.00
122.600,238.65,655.2,-5.82,1.00,0.00
122.700,238.90,654.4,-9.61,1.00,0.00
122.800,239.16,653.3,-12.48,1.00,0.00
122.900,239.41,651.9,-16.51,1.00,0.00
123.000,239.67,650.0,-20.81,1.00,0.00
123.100,239.96,647.7,-24.19,1.00,0.00
123.200,240.27,645.1,-26.83,1.00,0.00
123.300,240.58,642.3,-29.30,1.00,0.00
123.400,240.88,639.2,-31.91,1.00,0.00
123.500,241.18,635.9,-34.82,1.00,0.00
123.600,241.44,632.2,-38.85,1.00,0.00
123.700,241.64,628.0,-44.22,1.00,0.00
123.800,241.88,623.3,-50.07,1.00,0.00
123.900,242.16,618.0,-55.89,1.00,0.00
124.000,242.52,612.1,-60.81,1.00,0.00
124.100,242.90,605.8,-65.85,1.00,0.00
124.200,243.28,598.9,-71.15,1.00,0.00
124.300,243.65,591.5,-75.62,1.00,0.00
124.400,244.07,583.8,-79.11,1.00,0.00
124.500,244.53,575.7,-81.59,1.00,0.00
124.600,245.02,567.4,-83.38,1.00,0.00
124.700,245.52,559.0,-84.71,1.00,0.00
124.800,246.03,550.5,-85.71,1.00,0.00
124.900,246.56,541.9,-86.47,1.00,0.00
125.000,247.08,533.2,-87.07,1.00,0.00
125.100,247.61,524.5,-87.55,1.00,0.00
125.200,248.14,515.7,-87.94,1.00,0.00
125.300,248.68,506.9,-88.28,1.00,0.00
125.400,249.21,498.0,-88.57,1.00,0.00
125.500,249.74,489.2,-88.83,1.00,0.00
125.600,250.27,480.3,-89.06,1.00,0.00
125.700,250.80,471.3,-89.28,1.00,0.00
125.800,251.33,462.4,-89.49,1.00,0.00
125.900,251.86,453.4,-89.68,1.00,0.00
126.000,252.38,444.5,-89.87,1.00,0.00
126.100,252.90,435.5,-90.06,1.00,0.00
126.200,253.43,426.4,-90.31,1.00,0.00
126.300,253.95,417.4,-90.65,1.00,0.00
126.400,254.47,408.3,-91.00,1.00,0.00
126.500,254.98,399.2,-90.19,1.00,0.00
126.600,255.46,390.4,-86.29,1.00,0.00
126.700,255.91,382.1,-80.67,1.00,0.00
126.800,256.32,374.4,-73.50,1.00,0.00
126.900,256.70,367.4,-66.15,1.00,0.00
127.000,257.03,361.2,-57.96,1.00,0.00
127.100,257.30,356.0,-47.28,1.00,0.00
127.200,257.53,351.8,-37.06,1.00,0.00
127.300,257.73,348.7,-27.18,1.00,0.00
127.400,257.93,346.4,-20.09,1.00,0.00
127.500,258.13,344.6,-14.81,1.00,0.00
127.600,258.31,343.4,-9.98,1.00,0.00
127.700,258.46,342.7,-4.29,1.00,0.00
127.800,258.61,342.5,-0.09,1.00,0.00
127.900,258.74,342.7,2.89,1.00,0.00
128.000,258.88,343.1,4.99,1.00,0.00
128.100,259.00,343.7,6.48,1.00,0.00
128.200,259.13,344.4,7.69,1.00,0.00
128.300,259.23,345.3,9.98,1.00,0.00
128.400,259.29,346.5,13.41,1.00,0.00
128.500,259.37,347.9,15.48,1.00,0.00
128.600,259.44,349.6,16.91,1.00,0.00
128.700,259.52,351.3,17.91,1.00,0.00
128.800,259.58,353.1,18.63,1.00,0.00
128.900,259.64,355.0,17.87,1.00,0.00
129.000,259.67,356.7,16.91,1.00,0.00
129.100,259.62,358.4,16.29,1.00,0.00
129.200,259.52,360.0,16.02,1.00,0.00
129.300,259.48,361.5,15.67,1.00,0.00
129.400,259.48,363.1,15.29,1.00,0.00
129.500,259.51,364.6,14.95,1.00,0.00
129.600,259.56,366.1,15.32,1.00,0.00
129.700,259.65,367.7,16.18,1.00,0.00
129.800,259.70,369.5,20.17,1.00,0.00
129.900,259.69,371.8,25.65,1.00,0.00
130.000,259.51,374.9,35.83,1.00,0.00
130.100,259.35,378.9,43.50,1.00,0.00
130.200,259.23,383.5,48.70,1.00,0.00
130.300,259.12,388.6,52.28,1.00,0.00
130.400,259.02,394.0,54.46,1.00,0.00
130.500,258.91,399.5,55.30,1.00,0.00
130.600,258.82,405.0,55.86,1.00,0.00
130.700,258.74,410.6,56.24,1.00,0.00
130.800,258.66,416.3,56.47,1.00,0.00
130.900,258.59,421.9,56.61,1.00,0.00
131.000,258.52,427.6,56.69,1.00,0.00
131.100,258.45,433.2,56.73,1.00,0.00
131.200,258.38,438.9,56.75,1.00,0.00
131.300,258.32,444.6,56.69,1.00,0.00
131.400,258.26,450.2,56.32,1.00,0.00
131.500,258.20,455.8,55.89,1.00,0.00
131.600,258.14,461.4,55.56,1.00,0.00
131.700,258.09,467.0,55.28,1.00,0.00
131.800,258.04,472.5,55.02,1.00,0.00
131.900,257.98,478.0,54.77,1.00,0.00
132.000,257.93,483.4,54.51,1.00,0.00
132.100,257.88,488.9,54.35,1.00,0.00
132.200,257.81,494.3,55.74,1.00,0.00
132.300,257.73,500.0,57.98,1.00,0.00
132.400,257.58,506.1,63.25,1.00,0.00
132.500,257.31,512.9,72.61,1.00,0.00
132.600,256.88,520.8,85.69,1.00,0.00
132.700,256.31,530.2,101.60,1.00,0.00
132.800,255.63,541.3,118.95,1.00,0.00
132.900,254.89,554.1,135.90,1.00,0.00
133.000,254.11,568.6,151.66,1.00,0.00
133.100,253.28,584.6,166.19,1.00,0.00
133.200,252.40,601.9,179.44,1.00,0.00
133.300,251.48,620.5,191.29,1.00,0.00
133.400,250.52,640.2,201.63,1.00,0.00
133.500,249.52,660.9,210.38,1.00,0.00
133.600,248.50,682.3,217.48,1.00,0.00
133.700,247.45,704.3,222.89,1.00,0.00
133.800,246.39,726.8,226.59,1.00,0.00
133.900,245.32,749.6,228.58,1.00,0.00
134.000,244.24,772.5,228.86,1.00,0.00
134.100,243.17,795.3,227.46,1.00,0.00
134.200,242.11,817.9,224.42,1.00,0.00
134.300,241.07,840.1,219.78,1.00,0.00
134.400,240.06,861.8,213.60,1.00,0.00
134.500,239.07,882.7,205.95,1.00,0.00
134.600,238.12,902.9,196.91,1.00,0.00
134.700,237.21,922.0,186.56,1.00,0.00
134.800,236.35,940.0,174.98,1.00,0.00
134.900,235.54,956.9,162.28,1.00,0.00
135.000,234.79,972.4,148.54,1.00,0.00
135.100,234.10,986.4,133.87,1.00,0.00
135.200,233.47,999.0,118.37,1.00,0.00
135.300,232.91,1009.9,102.15,1.00,0.00
135.400,232.43,1019.2,85.31,1.00,0.00
135.500,232.02,1026.8,67.97,1.00,0.00
135.600,231.68,1032.7,50.24,1.00,0.00
135.700,231.49,1036.8,34.21,1.00,0.00
135.800,231.48,1039.6,22.66,1.00,0.00
135.900,231.59,1041.4,14.68,1.00,0.00
136.000,231.74,1042.5,9.32,1.00,0.00
136.100,231.93,1043.2,5.74,1.00,0.00
136.200,232.14,1043.7,3.24,1.00,0.00
136.300,232.36,1043.9,1.32,1.00,0.00
136.400,232.59,1043.9,-0.30,1.00,0.00
136.500,232.83,1043.8,-1.76,1.00,0.00
136.600,233.08,1043.6,-3.08,1.00,0.00
136.700,233.33,1043.2,-4.25,1.00,0.00
136.800,233.58,1042.7,-5.25,1.00,0.00
136.900,233.84,1042.1,-6.07,1.00,0.00
137.000,234.11,1041.5,-6.73,1.00,0.00
137.100,234.37,1040.8,-7.25,1.00,0.00
137.200,234.63,1040.0,-7.65,1.00,0.00
137.300,234.90,1039.3,-7.96,1.00,0.00
137.400,235.16,1038.4,-8.20,1.00,0.00
137.500,235.43,1037.6,-8.37,1.00,0.00
137.600,235.70,1036.8,-8.51,1.00,0.00
137.700,235.96,1035.9,-8.60,1.00,0.00
137.800,236.22,1035.0,-8.68,1.00,0.00
137.900,236.49,1034.2,-8.73,1.00,0.00
138.000,236.75,1033.3,-8.76,1.00,0.00
138.100,237.01,1032.4,-8.81,1.00,0.00
138.200,237.27,1031.5,-9.27,1.00,0.00
138.300,237.54,1030.6,-9.68,1.00,0.00
138.400,237.80,1029.6,-10.05,1.00,0.00
138.500,238.06,1028.5,-11.32,1.00,0.00
138.600,238.32,1027.3,-12.90,1.00,0.00
138.700,238.58,1025.9,-14.50,1.00,0.00
138.800,238.85,1024.4,-15.68,1.00,0.00
138.900,239.13,1022.8,-16.54,1.00,0.00
139.000,239.41,1021.1,-17.17,1.00,0.00
139.100,239.70,1019.3,-17.63,1.00,0.00
139.200,239.98,1017.6,-17.97,1.00,0.00
139.300,240.27,1015.7,-18.22,1.00,0.00
139.400,240.56,1013.9,-18.41,1.00,0.00
139.500,240.85,1012.1,-18.55,1.00,0.00
139.600,241.13,1010.2,-18.65,1.00,0.00
139.700,241.42,1008.3,-18.69,1.00,0.00
139.800,241.71,1006.5,-18.73,1.00,0.00
139.900,241.99,1004.6,-18.80,1.00,0.00
140.000,242.28,1002.7,-18.94,1.00,0.00
140.100,242.56,1000.8,-19.14,1.00,0.00
140.200,242.85,998.9,-19.39,1.00,0.00
140.300,243.13,996.9,-19.71,1.00,0.00
140.400,243.37,994.9,-19.49,1.00,0.00
140.500,243.53,993.1,-16.86,1.00,0.00
140.600,243.56,991.7,-11.56,1.00,0.00
140.700,243.55,990.8,-5.99,1.00,0.00
140.800,243.55,990.5,-1.50,1.00,0.00
140.900,243.57,990.5,2.07,1.00,0.00
141.000,243.57,990.9,5.44,1.00,0.00
141.100,243.58,991.6,8.59,1.00,0.00
141.200,243.64,992.6,10.85,1.00,0.00
141.300,243.67,993.8,12.22,1.00,0.00
141.400,243.72,995.0,12.29,1.00,0.00
141.500,243.80,996.2,11.54,1.00,0.00
141.600,243.91,997.3,10.22,1.00,0.00
141.700,244.05,998.2,8.19,1.00,0.00
141.800,244.20,998.9,6.10,1.00,0.00
141.900,244.37,999.4,4.24,1.00,0.00
142.000,244.55,999.7,2.66,1.00,0.00
142.100,244.74,999.9,1.35,1.00,0.00
142.200,244.94,1000.0,0.30,1.00,0.00
142.300,245.14,1000.0,-0.53,1.00,0.00
142.400,245.34,999.9,-1.17,1.00,0.00
142.500,245.54,999.8,-1.66,1.00,0.00
142.600,245.74,999.6,-2.03,1.00,0.00
142.700,245.95,999.4,-2.31,1.00,0.00
142.800,246.15,999.1,-2.52,1.00,0.00
142.900,246.36,998.8,-2.68,1.00,0.00
143.000,246.56,998.6,-2.81,1.00,0.00
143.100,246.77,998.3,-2.90,1.00,0.00
143.200,246.97,998.0,-2.97,1.00,0.00
143.300,247.18,997.7,-3.01,1.00,0.00
143.400,247.38,997.4,-3.04,1.00,0.00
143.500,247.58,997.1,-3.06,1.00,0.00
143.600,247.79,996.8,-3.09,1.00,0.00
143.700,247.99,996.5,-3.11,1.00,0.00
143.800,248.19,996.1,-3.13,1.00,0.00
143.900,248.39,995.8,-3.14,1.00,0.00
144.000,248.59,995.5,-3.13,1.00,0.00
144.100,248.79,995.2,-3.13,1.00,0.00
144.200,248.99,994.9,-3.12,1.00,0.00
144.300,249.19,994.6,-3.12,1.00,0.00
144.400,249.39,994.3,-3.13,1.00,0.00
144.500,249.58,993.9,-3.14,1.00,0.00
144.600,249.78,993.6,-3.14,1.00,0.00
144.700,249.98,993.3,-3.13,1.00,0.00
144.800,250.17,993.0,-3.12,1.00,0.00
144.900,250.37,992.7,-3.11,1.00,0.00
145.000,250.56,992.4,-3.11,1.00,0.00
145.100,250.75,992.1,-3.12,1.00,0.00
145.200,250.94,991.7,-3.24,1.00,0.00
145.300,251.14,991.4,-3.41,1.00,0.00
145.400,251.33,991.0,-3.55,1.00,0.00
145.500,251.52,990.7,-3.69,1.00,0.00
145.600,251.71,990.3,-3.86,1.00,0.00
145.700,251.88,989.9,-4.53,1.00,0.00
145.800,251.97,989.4,-5.76,1.00,0.00
145.900,251.93,988.7,-6.25,1.00,0.00
146.000,251.82,988.2,-4.68,1.00,0.00
146.100,251.65,987.9,-0.97,1.00,0.00
146.200,251.44,988.1,4.32,1.00,0.00
146.300,251.34,988.8,8.86,1.00,0.00
146.400,251.35,989.8,11.95,1.00,0.00
146.500,251.44,991.1,13.60,1.00,0.00
146.600,251.56,992.5,13.83,1.00,0.00
146.700,251.68,993.9,13.60,1.00,0.00
146.800,251.80,995.2,13.46,1.00,0.00
146.900,251.88,996.6,14.18,1.00,0.00
147.000,251.94,998.1,16.54,1.00,0.00
147.100,251.99,1000.0,19.76,1.00,0.00
147.200,252.04,1002.1,22.86,1.00,0.00
147.300,252.10,1004.5,25.42,1.00,0.00
147.400,252.17,1007.2,27.49,1.00,0.00
147.500,252.22,1010.0,29.22,1.00,0.00
147.600,252.26,1013.0,30.65,1.00,0.00
147.700,252.29,1016.2,31.81,1.00,0.00
147.800,252.29,1019.4,32.39,1.00,0.00
147.900,252.30,1022.6,32.49,1.00,0.00
148.000,252.30,1025.9,32.36,1.00,0.00
148.100,252.32,1029.1,31.85,1.00,0.00
148.200,252.34,1032.2,31.08,1.00,0.00
148.300,252.36,1035.3,29.60,1.00,0.00
148.400,252.33,1038.1,27.13,1.00,0.00
148.500,252.31,1040.7,24.70,1.00,0.00
148.600,252.33,1043.0,22.67,1.00,0.00
148.700,252.38,1045.2,20.91,1.00,0.00
148.800,252.44,1047.2,19.41,1.00,0.00
148.900,252.51,1049.1,18.16,1.00,0.00
149.000,252.60,1050.8,17.13,1.00,0.00
149.100,252.69,1052.5,16.31,1.00,0.00
149.200,252.79,1054.1,15.66,1.00,0.00
149.300,252.90,1055.6,15.16,1.00,0.00
149.400,253.01,1057.1,14.77,1.00,0.00
149.500,253.13,1058.6,14.48,1.00,0.00
149.600,253.25,1060.0,14.24,1.00,0.00
149.700,253.36,1061.4,12.58,1.00,0.00
149.800,253.49,1062.4,9.20,1.00,0.00
149.900,253.61,1063.1,4.71,1.00,0.00
150.000,253.76,1063.3,0.22,1.00,0.00
150.100,253.91,1063.1,-4.29,1.00,0.00
150.200,254.07,1062.4,-8.80,1.00,0.00
150.300,254.23,1061.3,-12.95,1.00,0.00
150.400,254.41,1059.9,-15.73,1.00,0.00
150.500,254.59,1058.1,-18.91,1.00,0.00
150.600,254.77,1056.1,-22.32,1.00,0.00
150.700,254.99,1053.7,-25.15,1.00,0.00
150.800,255.22,1051.1,-24.99,1.00,0.00
150.900,255.45,1048.7,-22.59,1.00,0.00
151.000,255.69,1046.6,-20.70,1.00,0.00
151.100,255.92,1044.6,-19.42,1.00,0.00
151.200,256.15,1042.7,-18.66,1.00,0.00
151.300,256.38,1040.9,-18.30,1.00,0.00
151.400,256.61,1039.0,-17.49,1.00,0.00
151.500,256.77,1037.5,-12.77,1.00,0.00
151.600,256.87,1036.6,-6.26,1.00,0.00
151.700,256.93,1036.3,0.32,1.00,0.00
151.800,256.97,1036.7,6.52,1.00,0.00
151.900,257.03,1037.6,11.37,1.00,0.00
152.000,257.06,1039.1,17.16,1.00,0.00
152.100,257.10,1041.0,22.00,1.00,0.00
152.200,257.08,1043.5,27.36,1.00,0.00
152.300,257.03,1046.6,32.89,1.00,0.00
152.400,257.00,1050.1,36.61,1.00,0.00
152.500,256.99,1053.9,39.09,1.00,0.00
152.600,256.99,1057.8,40.09,1.00,0.00
152.700,256.99,1061.8,39.76,1.00,0.00
152.800,256.97,1065.8,39.81,1.00,0.00
152.900,256.93,1069.8,39.85,1.00,0.00
153.000,256.92,1073.8,40.27,1.00,0.00
153.100,256.91,1077.8,40.84,1.00,0.00
153.200,256.90,1082.0,41.37,1.00,0.00
153.300,256.90,1086.1,41.75,1.00,0.00
153.400,256.90,1090.3,41.95,1.00,0.00
153.500,256.90,1094.5,41.97,1.00,0.00
153.600,256.90,1098.7,41.87,1.00,0.00
153.700,256.88,1102.9,42.69,1.00,0.00
153.800,256.83,1107.3,45.51,1.00,0.00
153.900,256.79,1112.0,48.21,1.00,0.00
154.000,256.74,1117.0,50.42,1.00,0.00
154.100,256.70,1122.1,52.22,1.00,0.00
154.200,256.62,1127.4,54.16,1.00,0.00
154.300,256.51,1132.9,54.87,1.00,0.00
154.400,256.39,1138.4,55.18,1.00,0.00
154.500,256.29,1143.9,54.94,1.00,0.00
154.600,256.22,1149.4,54.32,1.00,0.00
154.700,256.16,1154.8,53.56,1.00,0.00
154.800,256.11,1160.1,53.80,1.00,0.00
154.900,256.05,1165.6,55.67,1.00,0.00
155.000,255.99,1171.2,56.41,1.00,0.00
155.100,255.93,1176.8,54.85,1.00,0.00
155.200,255.89,1182.1,52.88,1.00,0.00
155.300,255.85,1187.3,50.78,1.00,0.00
155.400,255.82,1192.3,49.72,1.00,0.00
155.500,255.78,1197.3,49.07,1.00,0.00
155.600,255.75,1202.1,48.66,1.00,0.00
155.700,255.72,1207.0,48.76,1.00,0.00
155.800,255.67,1211.9,49.98,1.00,0.00
155.900,255.63,1217.0,51.06,1.00,0.00
156.000,255.59,1222.2,51.99,1.00,0.00
156.100,255.55,1227.4,52.72,1.00,0.00
156.200,255.50,1232.7,52.77,1.00,0.00
156.300,255.39,1237.9,52.11,1.00,0.00
156.400,255.23,1243.1,51.09,1.00,0.00
156.500,255.12,1248.1,49.81,1.00,0.00
156.600,255.06,1253.0,48.36,1.00,0.00
156.700,255.03,1257.8,47.52,1.00,0.00
156.800,255.01,1262.5,47.44,1.00,0.00
156.900,254.99,1267.3,47.24,1.00,0.00
157.000,254.96,1271.9,46.14,1.00,0.00
157.100,254.94,1276.5,44.93,1.00,0.00
157.200,254.92,1280.9,44.31,1.00,0.00
157.300,254.92,1285.4,44.08,1.00,0.00
157.400,254.91,1289.8,44.45,1.00,0.00
157.500,254.91,1294.2,44.72,1.00,0.00
157.600,254.90,1298.7,44.83,1.00,0.00
157.700,254.89,1303.2,44.85,1.00,0.00
157.800,254.89,1307.7,44.59,1.00,0.00
157.900,254.87,1312.1,45.05,1.00,0.00
158.000,254.84,1316.8,48.69,1.00,0.00
158.100,254.79,1321.9,52.67,1.00,0.00
158.200,254.74,1327.3,55.56,1.00,0.00
158.300,254.69,1333.0,57.06,1.00,0.00
158.400,254.63,1338.7,56.28,1.00,0.00
158.500,254.58,1344.2,53.82,1.00,0.00
158.600,254.53,1349.4,51.64,1.00,0.00
158.700,254.48,1354.5,49.38,1.00,0.00
158.800,254.45,1359.3,47.64,1.00,0.00
158.900,254.42,1364.0,46.40,1.00,0.00
159.000,254.40,1368.6,45.49,1.00,0.00
159.100,254.39,1373.1,44.89,1.00,0.00
159.200,254.36,1377.6,44.56,1.00,0.00
159.300,254.29,1382.0,44.74,1.00,0.00
159.400,254.21,1386.5,44.73,1.00,0.00
159.500,254.13,1391.0,45.14,1.00,0.00
159.600,254.06,1395.5,45.65,1.00,0.00
159.700,253.98,1400.1,46.37,1.00,0.00
159.800,253.90,1404.8,47.49,1.00,0.00
159.900,253.84,1409.6,48.61,1.00,0.00
160.000,253.79,1414.5,49.62,1.00,0.00
160.100,253.75,1419.5,50.29,1.00,0.00
160.200,253.71,1424.6,50.60,1.00,0.00
160.300,253.69,1429.6,50.72,1.00,0.00
160.400,253.66,1434.7,50.79,1.00,0.00
160.500,253.63,1439.8,50.76,1.00,0.00
160.600,253.61,1444.9,50.63,1.00,0.00
160.700,253.58,1449.9,50.41,1.00,0.00
160.800,253.56,1454.9,49.19,1.00,0.00
160.900,253.54,1459.7,47.89,1.00,0.00
161.000,253.52,1464.5,46.77,1.00,0.00
161.100,253.51,1469.1,45.81,1.00,0.00
161.200,253.51,1473.6,44.79,1.00,0.00
161.300,253.50,1478.0,43.99,1.00,0.00
161.400,253.48,1482.5,44.42,1.00,0.00
161.500,253.46,1486.9,44.86,1.00,0.00
161.600,253.45,1491.4,44.94,1.00,0.00
161.700,253.44,1495.9,45.04,1.00,0.00
161.800,253.43,1500.4,45.26,1.00,0.00
161.900,253.38,1505.0,45.52,1.00,0.00
162.000,253.28,1509.5,45.72,1.00,0.00
162.100,253.12,1514.1,46.40,1.00,0.00
162.200,252.99,1518.8,47.14,1.00,0.00
162.300,252.83,1523.6,48.36,1.00,0.00
162.400,252.55,1528.5,49.59,1.00,0.00
162.500,252.20,1533.5,51.66,1.00,0.00
162.600,251.92,1538.9,54.30,1.00,0.00
162.700,251.76,1544.4,55.46,1.00,0.00
162.800,251.57,1549.9,54.48,1.00,0.00
162.900,251.41,1555.2,52.98,1.00,0.00
163.000,251.35,1560.5,53.28,1.00,0.00
163.100,251.31,1565.9,53.98,1.00,0.00
163.200,251.28,1571.3,54.80,1.00,0.00
163.300,251.23,1576.9,56.45,1.00,0.00
163.400,251.11,1582.7,59.96,1.00,0.00
163.500,250.96,1588.9,63.96,1.00,0.00
163.600,250.82,1595.5,65.91,1.00,0.00
163.700,250.70,1602.0,65.56,1.00,0.00
163.800,250.59,1608.6,65.25,1.00,0.00
163.900,250.49,1615.1,64.95,1.00,0.00
164.000,250.40,1621.6,64.71,1.00,0.00
164.100,250.32,1628.0,64.52,1.00,0.00
164.200,250.24,1634.5,64.37,1.00,0.00
164.300,250.17,1640.9,64.25,1.00,0.00
164.400,250.09,1647.3,64.16,1.00,0.00
164.500,250.02,1653.7,64.08,1.00,0.00
164.600,249.95,1660.1,64.02,1.00,0.00
164.700,249.88,1666.5,63.97,1.00,0.00
164.800,249.81,1672.9,63.93,1.00,0.00
164.900,249.75,1679.3,63.90,1.00,0.00
165.000,249.68,1685.7,63.87,1.00,0.00
165.100,249.61,1692.1,63.84,1.00,0.00
165.200,249.54,1698.4,63.81,1.00,0.00
165.300,249.48,1704.8,63.79,1.00,0.00
