t_s,V_mps,alt_m,climb_mps,throttle,flap
110.000,169.07,710.4,101.20,1.00,0.00
110.100,165.63,720.4,97.85,1.00,0.00
110.200,162.78,729.9,91.18,1.00,0.00
110.300,160.28,738.5,81.71,1.00,0.00
110.400,158.42,746.1,71.79,0.96,0.00
110.500,157.54,752.8,64.18,0.91,0.00
110.600,157.27,759.0,59.20,0.86,0.00
110.700,157.17,764.8,57.29,0.81,0.50
110.800,157.01,770.5,57.82,0.76,0.50
110.900,156.72,776.3,58.15,0.71,0.50
111.000,156.34,782.1,57.66,0.69,0.50
111.100,155.90,787.8,57.10,0.69,0.50
111.200,155.42,793.5,56.75,0.69,0.50
111.300,154.85,799.2,56.18,0.69,0.50
111.400,154.19,804.7,54.80,0.69,0.50
111.500,153.48,810.1,52.00,0.69,0.50
111.600,152.78,815.1,48.69,0.69,0.50
111.700,152.08,819.8,45.20,0.69,0.50
111.800,151.41,824.1,41.60,0.69,0.50
111.900,150.73,828.1,38.03,0.69,0.50
112.000,150.04,831.7,34.63,0.69,0.50
112.100,149.35,835.0,31.35,0.69,0.50
112.200,148.66,837.9,28.19,0.69,0.50
112.300,147.95,840.6,24.86,0.69,0.50
112.400,147.25,842.9,21.46,0.69,0.50
112.500,146.63,844.8,18.01,0.69,0.50
112.600,146.11,846.4,14.77,0.69,0.50
112.700,145.68,847.8,11.85,0.69,0.50
112.800,145.32,848.8,9.24,0.69,0.50
112.900,145.00,849.6,6.97,0.69,0.50
113.000,144.72,850.2,5.03,0.69,0.50
113.100,144.47,850.6,3.19,0.69,0.50
113.200,144.25,850.8,1.48,0.69,0.50
113.300,144.06,850.9,-0.07,0.69,0.50
113.400,143.90,850.8,-1.44,0.69,0.50
113.500,143.77,850.6,-2.66,0.69,0.50
113.600,143.65,850.3,-3.73,0.69,0.50
113.700,143.55,849.8,-4.69,0.69,0.50
113.800,143.46,849.3,-5.52,0.69,0.50
113.900,143.39,848.7,-6.27,0.69,0.50
114.000,143.33,848.1,-6.92,0.69,0.50
114.100,143.27,847.3,-7.50,0.69,0.50
114.200,143.23,846.6,-8.00,0.69,0.50
114.300,143.19,845.7,-8.44,0.69,0.50
114.400,143.16,844.9,-8.82,0.69,0.50
114.500,143.13,844.0,-9.15,0.69,0.50
114.600,143.11,843.0,-9.42,0.69,0.50
114.700,143.09,842.1,-9.65,0.69,0.50
114.800,143.07,841.1,-9.83,0.69,0.50
114.900,143.05,840.1,-9.99,0.69,0.50
115.000,143.04,839.1,-10.11,0.69,0.50
115.100,143.03,838.1,-10.22,0.69,0.50
115.200,143.02,837.1,-10.31,0.69,0.50
115.300,143.01,836.0,-10.39,0.69,0.50
115.400,143.00,835.0,-10.45,0.69,0.50
115.500,143.00,833.9,-10.49,0.69,0.50
115.600,142.99,832.9,-10.53,0.69,0.50
115.700,142.98,831.8,-10.56,0.69,0.50
115.800,142.98,830.8,-10.59,0.69,0.50
115.900,142.97,829.7,-10.61,0.69,0.50
116.000,142.96,828.6,-10.63,0.69,0.50
116.100,142.96,827.6,-10.65,0.69,0.50
116.200,142.95,826.5,-10.66,0.69,0.50
116.300,142.95,825.4,-10.67,0.69,0.50
116.400,142.94,824.4,-10.67,0.69,0.50
116.500,142.94,823.3,-10.68,0.69,0.50
116.600,142.93,822.2,-10.68,0.69,0.50
116.700,142.93,821.2,-10.69,0.69,0.50
116.800,142.93,820.1,-10.70,0.69,0.50
116.900,142.92,819.0,-10.70,0.69,0.50
117.000,142.92,818.0,-10.70,0.69,0.50
117.100,142.91,816.9,-10.70,0.69,0.50
117.200,142.91,815.8,-10.70,0.69,0.50
117.300,142.91,814.8,-10.70,0.69,0.50
117.400,142.90,813.7,-10.70,0.69,0.50
117.500,142.90,812.6,-10.70,0.69,0.50
117.600,142.89,811.5,-10.70,0.69,0.50
117.700,142.89,810.5,-10.71,0.69,0.50
117.800,142.88,809.4,-10.73,0.69,0.50
117.900,142.88,808.3,-10.89,0.69,0.50
118.000,142.88,807.2,-11.41,0.69,0.50
118.100,142.88,806.0,-12.48,0.69,0.50
118.200,142.88,804.7,-14.11,0.69,0.50
118.300,142.91,803.2,-16.15,0.69,0.50
118.400,142.93,801.4,-19.16,0.69,0.50
118.500,142.94,799.2,-24.59,0.68,0.50
118.600,142.85,796.3,-32.81,0.63,0.50
118.700,142.70,792.5,-42.21,0.58,0.50
118.800,142.61,787.8,-51.04,0.53,0.50
118.900,142.58,782.3,-59.07,0.48,0.50
119.000,142.59,776.0,-66.50,0.43,0.50
119.100,142.65,768.9,-73.27,0.38,0.50
119.200,142.75,761.3,-79.34,0.33,1.00
119.300,142.83,753.0,-85.13,0.28,1.00
119.400,142.88,744.2,-90.79,0.23,1.00
119.500,142.90,734.8,-96.11,0.18,1.00
119.600,142.90,725.0,-100.95,0.13,1.00
119.700,142.87,714.6,-105.40,0.08,1.00
119.800,142.80,703.9,-109.41,0.03,1.00
119.900,142.71,692.7,-112.85,0.03,1.00
120.000,142.68,681.3,-115.36,0.03,1.00
120.100,142.70,669.7,-117.18,0.03,1.00
120.200,142.75,657.9,-118.56,0.03,1.00
120.300,142.81,645.9,-119.61,0.03,1.00
120.400,142.86,633.9,-120.40,0.03,1.00
120.500,142.88,621.9,-120.70,0.03,1.00
120.600,142.85,609.8,-120.54,0.03,1.00
120.700,142.76,597.8,-119.85,0.03,1.00
120.800,142.59,585.9,-118.70,0.03,1.00
120.900,142.36,574.1,-117.22,0.03,1.00
121.000,142.18,562.4,-115.74,0.03,1.00
121.100,142.02,550.9,-114.43,0.03,1.00
121.200,141.83,539.6,-113.23,0.03,1.00
121.300,141.51,528.3,-111.76,0.03,1.00
121.400,141.15,517.2,-109.79,0.03,1.00
121.500,140.82,506.4,-107.44,0.03,1.00
121.600,140.52,495.8,-104.76,0.03,1.00
121.700,140.22,485.5,-101.67,0.03,1.00
121.800,139.90,475.5,-98.12,0.03,1.00
121.900,139.56,465.9,-93.86,0.03,1.00
122.000,139.19,456.8,-88.08,0.03,1.00
122.100,138.78,448.4,-80.96,0.03,1.00
122.200,138.31,440.7,-73.42,0.03,1.00
122.300,137.78,433.7,-66.44,0.03,1.00
122.400,137.17,427.4,-61.02,0.03,1.00
122.500,136.53,421.5,-58.19,0.03,1.00
122.600,135.86,415.7,-58.57,0.03,1.00
122.700,135.22,409.6,-62.09,0.03,1.00
122.800,134.59,403.1,-68.14,0.03,1.00
122.900,133.93,395.9,-74.92,0.03,1.00
123.000,133.29,388.1,-80.42,0.03,1.00
123.100,132.73,379.9,-83.73,0.03,1.00
123.200,132.21,371.4,-85.15,0.03,1.00
123.300,131.73,362.9,-85.46,0.03,1.00
123.400,131.28,354.3,-85.31,0.03,1.00
123.500,130.86,345.8,-84.79,0.03,1.00
123.600,130.47,337.4,-83.94,0.03,1.00
123.700,130.10,329.1,-82.83,0.03,1.00
123.800,129.75,320.9,-81.50,0.03,1.00
123.900,129.43,312.8,-80.00,0.03,1.00
124.000,129.11,304.9,-78.40,0.03,1.00
124.100,128.80,297.1,-76.68,0.03,1.00
124.200,128.50,289.5,-74.87,0.03,1.00
124.300,128.19,282.2,-72.75,0.03,1.00
124.400,127.86,275.0,-70.27,0.03,1.00
124.500,127.53,268.1,-67.56,0.03,1.00
124.600,127.20,261.5,-65.53,0.03,1.00
124.700,126.88,255.0,-63.96,0.03,1.00
124.800,126.56,248.8,-61.50,0.03,1.00
124.900,126.22,242.8,-57.79,0.03,1.00
125.000,125.89,237.3,-53.55,0.03,1.00
125.100,125.57,232.1,-49.38,0.03,1.00
125.200,125.24,227.4,-45.76,0.03,1.00
125.300,124.89,223.0,-42.84,0.03,1.00
125.400,124.55,218.8,-40.41,0.03,1.00
125.500,124.21,214.9,-38.33,0.03,1.00
125.600,123.86,211.2,-36.52,0.03,1.00
125.700,123.48,207.6,-34.84,0.03,1.00
125.800,123.07,204.2,-33.22,0.03,1.00
125.900,122.63,201.0,-31.62,0.03,1.00
126.000,122.17,197.9,-30.04,0.03,1.00
126.100,121.71,195.0,-28.56,0.03,1.00
126.200,121.27,192.2,-27.25,0.03,1.00
126.300,120.84,189.5,-26.12,0.03,1.00
126.400,120.43,187.0,-25.21,0.03,1.00
126.500,120.01,184.5,-24.52,0.03,1.00
126.600,119.60,182.1,-23.99,0.03,1.00
126.700,119.21,179.7,-23.62,0.03,1.00
126.800,118.84,177.3,-23.35,0.03,1.00
126.900,118.47,175.0,-23.18,0.03,1.00
127.000,118.12,172.7,-23.07,0.03,1.00
127.100,117.78,170.4,-23.00,0.03,1.00
127.200,117.44,168.1,-22.90,0.03,1.00
127.300,117.10,165.8,-22.70,0.00,1.00
127.400,116.76,163.6,-22.44,0.00,1.00
127.500,116.42,161.3,-22.14,0.00,1.00
127.600,116.08,159.1,-21.84,0.00,1.00
127.700,115.75,157.0,-21.46,0.00,1.00
127.800,115.42,154.9,-21.02,0.00,1.00
127.900,115.09,152.8,-20.59,0.00,1.00
128.000,114.76,150.7,-20.19,0.00,1.00
128.100,114.44,148.7,-19.84,0.00,1.00
128.200,114.12,146.8,-19.53,0.00,1.00
128.300,113.80,144.8,-19.27,0.00,1.00
128.400,113.49,142.9,-19.03,0.00,1.00
128.500,113.18,141.0,-18.82,0.00,1.00
128.600,112.87,139.2,-18.64,0.00,1.00
128.700,112.56,137.3,-18.48,0.00,1.00
128.800,112.26,135.5,-18.29,0.00,1.00
128.900,111.96,133.6,-18.08,0.00,1.00
129.000,111.66,131.8,-17.85,0.00,1.00
129.100,111.36,130.1,-17.60,0.00,1.00
129.200,111.06,128.3,-17.36,0.00,1.00
129.300,110.76,126.6,-17.12,0.00,1.00
129.400,110.46,124.9,-16.91,0.00,1.00
129.500,110.16,123.2,-16.70,0.00,1.00
129.600,109.86,121.6,-16.44,0.00,1.00
129.700,109.56,119.9,-16.14,0.00,1.00
129.800,109.26,118.3,-15.83,0.00,1.00
129.900,108.96,116.8,-15.54,0.00,1.00
130.000,108.66,115.2,-15.26,0.00,1.00
130.100,108.36,113.7,-14.96,0.00,1.00
130.200,108.06,112.2,-14.65,0.00,1.00
130.300,107.76,110.8,-14.32,0.00,1.00
130.400,107.46,109.4,-13.93,0.00,1.00
130.500,107.15,108.0,-13.42,0.00,1.00
130.600,106.84,106.7,-12.82,0.00,1.00
130.700,106.53,105.5,-12.21,0.00,1.00
130.800,106.21,104.3,-11.61,0.00,1.00
130.900,105.89,103.1,-10.98,0.00,1.00
131.000,105.56,102.1,-10.32,0.00,1.00
131.100,105.23,101.1,-9.61,0.00,1.00
131.200,104.89,100.2,-8.84,0.00,1.00
131.300,104.54,99.3,-8.01,0.00,1.00
131.400,104.19,98.6,-7.19,0.00,1.00
131.500,103.83,97.9,-6.32,0.00,1.00
131.600,103.47,97.3,-5.38,0.00,1.00
131.700,103.10,96.8,-4.39,0.00,1.00
131.800,102.73,96.4,-3.42,0.00,1.00
131.900,102.35,96.2,-2.51,0.00,1.00
132.000,101.97,95.9,-1.64,0.00,1.00
132.100,101.59,95.8,-0.84,0.00,1.00
132.200,101.20,95.8,-0.06,0.00,1.00
132.300,100.81,95.8,0.67,0.00,1.00
132.400,100.42,95.9,1.34,0.00,1.00
132.500,100.03,96.1,1.94,0.00,1.00
132.600,99.64,96.3,2.44,0.00,1.00
132.700,99.25,96.6,2.78,0.00,1.00
132.800,98.86,96.9,3.02,0.00,1.00
132.900,98.47,97.2,3.18,0.00,1.00
133.000,98.08,97.5,3.29,0.00,1.00
133.100,97.70,97.8,3.35,0.00,1.00
133.200,97.32,98.2,3.38,0.00,1.00
133.300,96.94,98.5,3.38,0.00,1.00
133.400,96.56,98.8,3.36,0.00,1.00
133.500,96.19,99.2,3.33,0.00,1.00
133.600,95.82,99.5,3.28,0.00,1.00
133.700,95.45,99.8,3.23,0.00,1.00
133.800,95.08,100.2,3.17,0.00,1.00
133.900,94.72,100.5,3.11,0.00,1.00
134.000,94.36,100.8,3.05,0.00,1.00
134.100,94.01,101.1,2.99,0.00,1.00
134.200,93.66,101.4,2.93,0.00,1.00
134.300,93.31,101.7,2.86,0.00,1.00
134.400,92.96,101.9,2.80,0.00,1.00
134.500,92.61,102.2,2.73,0.00,1.00
134.600,92.27,102.5,2.67,0.00,1.00
134.700,91.93,102.8,2.60,0.00,1.00
134.800,91.60,103.0,2.54,0.00,1.00
134.900,91.27,103.3,2.47,0.00,1.00
135.000,90.94,103.5,2.41,0.00,1.00
135.100,90.61,103.7,2.34,0.00,1.00
135.200,90.28,104.0,2.28,0.00,1.00
135.300,89.96,104.2,2.21,0.00,1.00
135.400,89.64,104.4,2.15,0.00,1.00
135.500,89.32,104.6,2.08,0.00,1.00
135.600,89.01,104.8,2.02,0.00,1.00
135.700,88.70,105.0,1.96,0.00,1.00
135.800,88.39,105.2,1.89,0.00,1.00
135.900,88.08,105.4,1.83,0.00,1.00
136.000,87.78,105.6,1.77,0.00,1.00
136.100,87.48,105.8,1.69,0.00,1.00
136.200,87.18,105.9,1.57,0.00,1.00
136.300,86.88,106.1,1.41,0.00,1.00
136.400,86.59,106.2,1.23,0.00,1.00
136.500,86.31,106.3,1.04,0.00,1.00
136.600,86.02,106.4,0.83,0.00,1.00
136.700,85.75,106.5,0.60,0.00,1.00
136.800,85.47,106.5,0.36,0.00,1.00
136.900,85.21,106.5,0.09,0.00,1.00
137.000,84.94,106.5,-0.20,0.00,1.00
137.100,84.68,106.5,-0.50,0.00,1.00
137.200,84.43,106.4,-0.83,0.00,1.00
137.300,84.18,106.3,-1.15,0.00,1.00
137.400,83.94,106.2,-1.48,0.00,1.00
137.500,83.70,106.0,-1.82,0.00,1.00
137.600,83.47,105.8,-2.14,0.00,1.00
137.700,83.25,105.6,-2.45,0.00,1.00
137.800,83.02,105.3,-2.73,0.00,1.00
137.900,82.81,105.1,-2.97,0.00,1.00
138.000,82.59,104.7,-3.16,0.00,1.00
138.100,82.38,104.4,-3.31,0.00,1.00
138.200,82.17,104.1,-3.44,0.00,1.00
138.300,81.96,103.7,-3.56,0.00,1.00
138.400,81.76,103.4,-3.66,0.00,1.00
138.500,81.56,103.0,-3.76,0.00,1.00
138.600,81.36,102.6,-3.85,0.00,1.00
138.700,81.16,102.2,-3.93,0.00,1.00
138.800,80.96,101.8,-4.00,0.00,1.00
138.900,80.77,101.4,-4.07,0.00,1.00
139.000,80.58,101.0,-4.14,0.00,1.00
139.100,80.39,100.6,-4.20,0.00,1.00
139.200,80.20,100.2,-4.26,0.00,1.00
139.300,80.02,99.7,-4.32,0.00,1.00
139.400,79.83,99.3,-4.37,0.00,1.00
139.500,79.65,98.9,-4.42,0.00,1.00
139.600,79.47,98.4,-4.47,0.00,1.00
139.700,79.29,98.0,-4.51,0.00,1.00
139.800,79.11,97.5,-4.51,0.00,1.00
139.900,78.94,97.1,-4.48,0.00,1.00
140.000,78.76,96.6,-4.42,0.00,1.00
140.100,78.58,96.2,-4.34,0.00,1.00
140.200,78.40,95.8,-4.25,0.00,1.00
140.300,78.22,95.3,-4.16,0.00,1.00
140.400,78.05,94.9,-4.08,0.00,1.00
140.500,77.87,94.5,-4.03,0.00,1.00
140.600,77.69,94.1,-4.03,0.00,1.00
140.700,77.52,93.7,-4.06,0.00,1.00
140.800,77.34,93.3,-4.10,0.00,1.00
140.900,76.82,93.1,0.00,0.00,1.00
141.000,75.94,93.2,-0.00,0.00,1.00
141.100,75.07,93.3,-0.00,0.00,1.00
141.200,74.19,93.4,0.00,0.00,1.00
141.300,73.66,93.6,0.00,0.00,1.00
141.400,73.38,93.7,0.00,0.00,1.00
141.500,73.14,93.8,0.01,0.00,1.00
141.600,72.93,93.9,0.01,0.00,1.00
141.700,72.72,94.0,0.01,0.00,1.00
141.800,72.52,94.1,0.01,0.00,1.00
141.900,72.31,94.3,0.02,0.00,1.00
142.000,72.11,94.4,0.02,0.00,1.00
142.100,71.91,94.5,0.02,0.00,1.00
142.200,71.71,94.6,0.01,0.00,1.00
142.300,71.51,94.7,0.02,0.00,1.00
142.400,71.31,94.9,0.02,0.00,1.00
142.500,71.11,95.0,0.02,0.00,1.00
142.600,70.92,95.1,0.02,0.00,1.00
142.700,70.72,95.2,0.01,0.00,1.00
142.800,70.53,95.3,0.01,0.00,1.00
142.900,70.34,95.4,0.01,0.00,1.00
143.000,70.14,95.5,0.01,0.00,1.00
143.100,69.95,95.7,0.01,0.00,1.00
143.200,69.76,95.8,0.01,0.00,1.00
143.300,69.58,95.9,0.01,0.00,1.00
143.400,69.39,96.0,0.01,0.00,1.00
143.500,69.20,96.1,0.01,0.00,1.00
143.600,69.02,96.2,0.01,0.00,1.00
143.700,68.83,96.3,0.01,0.00,1.00
143.800,68.65,96.4,0.01,0.00,1.00
143.900,68.47,96.5,0.01,0.00,1.00
144.000,68.29,96.5,0.01,0.00,1.00
144.100,68.11,96.6,0.01,0.00,1.00
144.200,67.93,96.7,0.00,0.00,1.00
144.300,67.75,96.8,0.00,0.00,1.00
144.400,67.57,96.8,0.00,0.00,1.00
144.500,67.39,96.9,0.00,0.00,1.00
144.600,67.18,96.9,0.00,0.00,1.00
144.700,66.98,97.0,0.00,0.00,1.00
144.800,66.77,97.0,0.00,0.00,1.00
144.900,66.54,97.1,0.00,0.00,1.00
145.000,66.29,97.1,-0.00,0.00,1.00
145.100,66.04,97.1,-0.00,0.00,1.00
145.200,65.80,97.1,0.00,0.00,1.00
145.300,65.55,97.1,-0.00,0.00,1.00
145.400,65.31,97.1,0.00,0.00,1.00
145.500,65.06,97.1,0.00,0.00,1.00
145.600,64.82,97.1,0.00,0.00,1.00
145.700,64.34,97.1,0.00,0.00,1.00
145.800,63.67,97.1,0.00,0.00,1.00
145.900,63.44,97.1,-0.00,0.00,1.00
146.000,62.72,97.0,-0.00,0.00,1.00
146.100,62.49,97.0,-0.00,0.00,1.00
146.200,62.27,96.9,0.00,0.00,1.00
146.300,62.04,96.9,0.00,0.00,1.00
146.400,61.82,96.8,0.00,0.00,1.00
146.500,61.59,96.8,0.00,0.00,1.00
146.600,61.37,96.7,-0.00,0.00,1.00
146.700,61.15,96.6,0.00,0.00,1.00
146.800,60.93,96.6,0.00,0.00,1.00
146.900,60.71,96.5,-0.00,0.00,1.00
147.000,60.49,96.4,0.00,0.00,1.00
147.100,60.27,96.3,0.00,0.00,1.00
147.200,60.05,96.2,-0.00,0.00,1.00
147.300,59.84,96.2,-0.00,0.00,1.00
147.400,59.62,96.1,0.00,0.00,1.00
147.500,59.41,96.0,0.00,0.00,1.00
147.600,59.20,95.9,0.00,0.00,1.00
147.700,58.98,95.8,0.00,0.00,1.00
147.800,58.77,95.8,0.00,0.00,1.00
147.900,58.56,95.7,0.00,0.00,1.00
148.000,58.35,95.6,0.00,0.00,1.00
148.100,58.15,95.5,0.00,0.00,1.00
148.200,57.94,95.5,-0.00,0.00,1.00
148.300,57.58,95.4,0.00,0.00,1.00
148.400,56.84,95.4,0.00,0.00,1.00
148.500,56.65,95.3,-0.00,0.00,1.00
148.600,56.11,95.3,-0.00,0.00,1.00
148.700,55.81,95.2,0.00,0.00,1.00
148.800,55.08,95.2,0.00,0.00,1.00
148.900,54.89,95.1,-0.00,0.00,1.00
149.000,54.70,95.1,0.00,0.00,1.00
149.100,54.51,95.1,0.00,0.00,1.00
149.200,54.32,95.1,0.00,0.00,1.00
149.300,54.12,95.0,-0.00,0.00,1.00
149.400,53.93,95.0,0.00,0.00,1.00
149.500,53.74,95.0,0.00,0.00,1.00
149.600,53.55,95.0,0.00,0.00,1.00
149.700,53.36,95.0,-0.00,0.00,1.00
149.800,53.18,95.0,0.00,0.00,1.00
149.900,52.99,95.1,-0.00,0.00,1.00
150.000,52.80,95.1,0.00,0.00,1.00
150.100,52.61,95.1,-0.00,0.00,1.00
150.200,52.42,95.1,0.00,0.00,1.00
150.300,52.23,95.2,0.00,0.00,1.00
150.400,52.05,95.2,-0.00,0.00,1.00
150.500,51.86,95.2,-0.00,0.00,1.00
150.600,51.74,95.3,0.00,0.00,1.00
150.700,51.61,95.3,0.00,0.00,1.00
150.800,51.46,95.4,0.00,0.00,1.00
150.900,51.30,95.4,0.00,0.00,1.00
151.000,51.14,95.5,0.00,0.00,1.00
151.100,50.99,95.6,-0.00,0.00,1.00
151.200,50.83,95.6,-0.00,0.00,1.00
151.300,50.69,95.7,0.00,0.00,1.00
151.400,50.55,95.8,-0.00,0.00,1.00
151.500,50.41,95.8,0.00,0.00,1.00
151.600,50.28,95.9,0.00,0.00,1.00
151.700,50.15,96.0,-0.00,0.00,1.00
151.800,50.02,96.0,0.00,0.00,1.00
151.900,49.89,96.1,-0.00,0.00,1.00
152.000,49.76,96.2,0.00,0.00,1.00
152.100,49.62,96.3,-0.00,0.00,1.00
152.200,49.48,96.4,-0.00,0.00,1.00
152.300,49.33,96.4,0.00,0.00,1.00
152.400,49.18,96.5,-0.00,0.00,1.00
152.500,49.02,96.6,0.00,0.00,1.00
152.600,48.88,96.7,0.00,0.00,1.00
152.700,48.74,96.8,0.00,0.00,1.00
152.800,48.60,96.9,-0.00,0.00,1.00
152.900,48.46,96.9,-0.00,0.00,1.00
153.000,48.32,97.0,-0.00,0.00,1.00
153.100,48.18,97.1,0.00,0.00,1.00
153.200,48.03,97.2,-0.00,0.00,1.00
153.300,47.89,97.3,-0.00,0.00,1.00
153.400,47.76,97.4,0.00,0.00,1.00
153.500,47.62,97.4,0.00,0.00,1.00
153.600,47.48,97.5,0.00,0.00,1.00
153.700,47.34,97.6,0.00,0.00,1.00
153.800,47.21,97.7,0.00,0.00,1.00
153.900,47.07,97.8,0.00,0.00,1.00
154.000,46.94,97.8,0.00,0.00,1.00
154.100,46.81,97.9,-0.00,0.00,1.00
154.200,46.68,98.0,0.00,0.00,1.00
154.300,46.54,98.1,-0.00,0.00,1.00
154.400,46.41,98.2,0.00,0.00,1.00
154.500,46.28,98.2,0.00,0.00,1.00
154.600,46.15,98.3,0.00,0.00,1.00
154.700,46.02,98.4,0.00,0.00,1.00
154.800,45.90,98.4,0.00,0.00,1.00
154.900,45.77,98.5,0.00,0.00,1.00
155.000,45.64,98.6,-0.00,0.00,1.00
155.100,45.52,98.6,-0.00,0.00,1.00
155.200,45.39,98.7,-0.00,0.00,1.00
155.300,45.27,98.8,0.00,0.00,1.00
155.400,45.14,98.8,-0.00,0.00,1.00
155.500,45.02,98.9,0.00,0.00,1.00
155.600,44.90,99.0,0.00,0.00,1.00
155.700,44.78,99.0,0.00,0.00,1.00
155.800,44.66,99.1,0.00,0.00,1.00
155.900,44.53,99.1,-0.00,0.00,1.00
156.000,44.42,99.2,0.00,0.00,1.00
156.100,44.30,99.2,0.00,0.00,1.00
156.200,44.18,99.3,0.00,0.00,1.00
156.300,44.06,99.3,0.00,0.00,1.00
156.400,43.94,99.4,-0.00,0.00,1.00
156.500,43.83,99.4,-0.00,0.00,1.00
156.600,43.71,99.5,0.00,0.00,1.00
156.700,43.59,99.5,0.00,0.00,1.00
156.800,43.47,99.6,0.00,0.00,1.00
156.900,43.36,99.6,-0.00,0.00,1.00
157.000,43.24,99.6,-0.00,0.00,1.00
157.100,43.12,99.7,0.00,0.00,1.00
157.200,43.01,99.7,0.00,0.00,1.00
157.300,42.89,99.8,0.00,0.00,1.00
157.400,42.78,99.8,0.00,0.00,1.00
157.500,42.67,99.8,0.00,0.00,1.00
157.600,42.56,99.9,-0.00,0.00,1.00
157.700,42.45,99.9,0.00,0.00,1.00
157.800,42.34,99.9,0.00,0.00,1.00
157.900,42.23,99.9,0.00,0.00,1.00
158.000,42.12,100.0,0.00,0.00,1.00
158.100,42.02,100.0,-0.00,0.00,1.00
158.200,41.91,100.0,0.00,0.00,1.00
158.300,41.80,100.0,0.00,0.00,1.00
158.400,41.70,100.0,0.00,0.00,1.00
158.500,41.59,100.1,-0.00,0.00,1.00
158.600,41.49,100.1,0.00,0.00,1.00
158.700,41.39,100.1,0.00,0.00,1.00
158.800,41.28,100.1,0.00,0.00,1.00
158.900,41.18,100.1,-0.00,0.00,1.00
159.000,41.08,100.1,0.00,0.00,1.00
159.100,40.98,100.1,0.00,0.00,1.00
159.200,40.87,100.2,-0.00,0.00,1.00
159.300,40.77,100.2,0.00,0.00,1.00
159.400,40.67,100.2,0.00,0.00,1.00
159.500,40.57,100.2,0.00,0.00,1.00
159.600,40.47,100.2,0.00,0.00,1.00
159.700,40.38,100.2,0.00,0.00,1.00
159.800,40.28,100.2,0.00,0.00,1.00
159.900,40.18,100.2,0.00,0.00,1.00
160.000,40.08,100.2,0.06,0.00,1.00
160.100,39.98,100.2,0.17,0.00,1.00
160.200,39.88,100.2,0.29,0.00,1.00
160.300,39.77,100.3,0.39,0.00,1.00
160.400,39.66,100.3,0.49,0.00,1.00
160.500,39.55,100.4,0.57,0.00,1.00
160.600,39.44,100.4,0.66,0.00,1.00
160.700,39.33,100.5,0.73,0.00,1.00
160.800,39.21,100.6,0.80,0.00,1.00
160.900,39.10,100.7,0.87,0.00,1.00
161.000,38.98,100.8,0.93,0.00,1.00
161.100,38.86,100.8,0.98,0.00,1.00
161.200,38.74,100.9,1.03,0.00,1.00
161.300,38.62,101.1,1.07,0.00,1.00
161.400,38.51,101.2,1.10,0.00,1.00
161.500,38.39,101.3,1.13,0.00,1.00
161.600,38.27,101.4,1.15,0.00,1.00
161.700,38.15,101.5,1.17,0.00,1.00
161.800,38.03,101.6,1.18,0.00,1.00
161.900,37.91,101.7,1.18,0.00,1.00
162.000,37.79,101.9,1.18,0.00,1.00
162.100,37.67,102.0,1.17,0.00,1.00
162.200,37.55,102.1,1.16,0.00,1.00
162.300,37.43,102.2,1.14,0.00,1.00
162.400,37.32,102.3,1.11,0.00,1.00
162.500,37.20,102.4,1.08,0.00,1.00
162.600,37.09,102.5,1.04,0.00,1.00
162.700,36.97,102.6,1.00,0.00,1.00
162.800,36.86,102.7,0.96,0.00,1.00
162.900,36.75,102.8,0.90,0.00,1.00
163.000,36.65,102.9,0.85,0.00,1.00
163.100,36.54,103.0,0.79,0.00,1.00
163.200,36.44,103.1,0.72,0.00,1.00
163.300,36.34,103.1,0.65,0.00,1.00
163.400,36.24,103.2,0.57,0.00,1.00
163.500,36.14,103.2,0.49,0.00,1.00
163.600,36.05,103.3,0.41,0.00,1.00
163.700,35.96,103.3,0.32,0.00,1.00
163.800,35.87,103.4,0.23,0.00,1.00
163.900,35.79,103.4,0.13,0.00,1.00
164.000,35.71,103.4,0.03,0.00,1.00
164.100,35.63,103.4,-0.07,0.00,1.00
164.200,35.55,103.4,-0.18,0.00,1.00
164.300,35.48,103.3,-0.29,0.00,1.00
164.400,35.41,103.3,-0.40,0.00,1.00
164.500,35.34,103.3,-0.52,0.00,1.00
164.600,35.28,103.2,-0.64,0.00,1.00
164.700,35.22,103.1,-0.76,0.00,1.00
164.800,35.17,103.0,-0.89,0.00,1.00
164.900,35.12,103.0,-1.01,0.00,1.00
165.000,35.07,102.8,-1.14,0.00,1.00
165.100,35.03,102.7,-1.27,0.00,1.00
165.200,34.99,102.6,-1.40,0.00,1.00
165.300,34.96,102.4,-1.54,0.00,1.00
165.400,34.92,102.3,-1.67,0.00,1.00
165.500,34.90,102.1,-1.81,0.00,1.00
165.600,34.87,101.9,-1.94,0.00,1.00
165.700,34.85,101.7,-2.08,0.00,1.00
165.800,34.84,101.5,-2.22,0.00,1.00
165.900,34.83,101.3,-2.36,0.00,1.00
166.000,34.82,101.0,-2.50,0.00,1.00
166.100,34.82,100.8,-2.64,0.00,1.00
166.200,34.82,100.5,-2.78,0.00,1.00
166.300,34.82,100.2,-2.92,0.00,1.00
166.400,34.83,99.9,-3.06,0.00,1.00
166.500,34.84,99.6,-3.20,0.00,1.00
166.600,34.45,99.4,0.00,0.00,1.00
166.700,33.73,99.4,0.00,0.00,1.00
166.800,33.00,99.4,0.00,0.00,1.00
